Date,Route,Rating,Notes,URL,Pitches,Location,"Avg Stars","Your Stars",Style,"Lead Style","Route Type","Your Rating",Length,"Rating Code"
2020-11-27,"She Got the Bosch, I Got Drilled",5.10a,,https://www.mountainproject.com/route/106002567/she-got-the-bosch-i-got-drilled,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",3.2,-1,Lead,Pinkpoint,Sport,,90,2600
2020-11-27,"Orange Express",5.10b,,https://www.mountainproject.com/route/107260051/orange-express,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",2.8,-1,Lead,Onsight,Sport,,75,2900
2020-11-27,"Orange Oswald",5.10a,,https://www.mountainproject.com/route/105918472/orange-oswald,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",2.8,-1,Lead,Onsight,Sport,,70,2600
2020-11-27,"Chunko Goes Bowling",5.9+,,https://www.mountainproject.com/route/106002544/chunko-goes-bowling,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",2.6,-1,Lead,Pinkpoint,Sport,,80,2500
2020-11-22,"Frosted Flake",5.9+,,https://www.mountainproject.com/route/105899306/frosted-flake,1,"North Carolina > 1. Southern Mountains Region > Rumbling Bald > Cereal Buttress",3.6,-1,Lead,Redpoint,Trad,,80,2500
2020-11-22,Granola,5.8+,,https://www.mountainproject.com/route/105923513/granola,1,"North Carolina > 1. Southern Mountains Region > Rumbling Bald > Cereal Buttress",2.9,-1,Follow,,Trad,,70,2200
2020-11-22,"Fruit Loops",5.7+,,https://www.mountainproject.com/route/105898439/fruit-loops,2,"North Carolina > 1. Southern Mountains Region > Rumbling Bald > Cereal Buttress",3.5,-1,Follow,,Trad,,160,1900
2020-11-15,"East Of Eden",V1,"No pad piddling",https://www.mountainproject.com/route/106868765/east-of-eden,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Horizon Boulder",2.2,-1,Send,,Boulder,,12,20100
2020-11-15,"Magnetic North",V1,"No pad piddling",https://www.mountainproject.com/route/106936787/magnetic-north,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Horizon Boulder",2.0,-1,Send,,Boulder,,,20100
2020-11-15,"Peace of Westphalia (PoW)",V0,"No pad piddling",https://www.mountainproject.com/route/106868824/peace-of-westphalia-pow,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Horizon Boulder",1.9,-1,Send,,Boulder,,14,20008
2020-11-15,"Windy Heights",V1,"No pad piddling",https://www.mountainproject.com/route/106941103/windy-heights,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Horizon Boulder",2.0,-1,Send,,Boulder,,12,20100
2020-11-15,"Highland Highball",V2,"No pad or chalk, backed down halfway up due to slick holds",https://www.mountainproject.com/route/106799730/highland-highball,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Highland Highball",3.9,-1,Attempt,,Boulder,,20,20200
2020-11-15,Slabacious,V0,"No pad piddling",https://www.mountainproject.com/route/106936701/slabacious,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Highland Highball",2.5,-1,Send,,Boulder,,,20008
2020-10-31,"The Great Arch",5.5,"Spoopy climb. 3 pieces first two pitches, 1 piece last pitch",https://www.mountainproject.com/route/105887520/the-great-arch,3,"North Carolina > 3. Piedmont Region > Stone Mountain > Stone Mountain South Face",3.5,-1,Lead,Redpoint,Trad,,400,1500
2020-10-31,"Entrance Crack","5.5 R","Spoopy climb ",https://www.mountainproject.com/route/106043562/entrance-crack,1,"North Carolina > 3. Piedmont Region > Stone Mountain > Stone Mountain South Face",1.9,-1,Lead,Onsight,Trad,,90,1500
2020-10-24,Trundlerama,5.11a,"Blew a foot at 3rd bolt, pumped out at 8th. Fun movement up high, but very dirty holds the entire first half",https://www.mountainproject.com/route/111545119/trundlerama,1,"Tennessee > Obed & Clear Creek > Tieranny Roofs",1.0,-1,Lead,Fell/Hung,Sport,,80,4600
2020-10-24,"Huecool Junior",5.10c,,https://www.mountainproject.com/route/107343224/huecool-junior,1,"Tennessee > Obed & Clear Creek > Tieranny Roofs",2.7,-1,Lead,Redpoint,Sport,,,3200
2020-10-24,"Huecool Junior",5.10c,"Fell just below the anchors, wacky sequence",https://www.mountainproject.com/route/107343224/huecool-junior,1,"Tennessee > Obed & Clear Creek > Tieranny Roofs",2.7,-1,Lead,Fell/Hung,Sport,,,3200
2020-10-24,"Dutch Boy",5.10b,,https://www.mountainproject.com/route/106702402/dutch-boy,1,"Tennessee > Obed & Clear Creek > Tieranny Roofs",2.2,-1,Lead,Onsight,Sport,,50,2900
2020-10-24,"Rover B. Dog",5.10a,,https://www.mountainproject.com/route/106392548/rover-b-dog,1,"Tennessee > Obed & Clear Creek > Tieranny Roofs",2.6,-1,Lead,Onsight,Sport,,50,2600
2020-10-22,Incredarete,V1,,https://www.mountainproject.com/route/107947503/incredarete,1,"Tennessee > Stone Fort > Front Area > Mystery Machine Boulder",3.4,-1,Flash,,Boulder,,,20100
2020-10-22,"Two Can Sam",V3,,https://www.mountainproject.com/route/106350067/two-can-sam,1,"Tennessee > Stone Fort > Front Area > Slice and Dice Boulder",2.9,-1,Send,,Boulder,,,20300
2020-10-22,"Needless Things",V0-,,https://www.mountainproject.com/route/108267565/needless-things,1,"Tennessee > Stone Fort > Front Area > Fire Crack Boulder",2.2,-1,Flash,,Boulder,,11,20005
2020-10-22,"Fire Crack Flake",V1,,https://www.mountainproject.com/route/107303695/fire-crack-flake,1,"Tennessee > Stone Fort > Front Area > Fire Crack Boulder",3.0,-1,Flash,,Boulder,,12,20100
2020-10-22,Dice,V2,,https://www.mountainproject.com/route/107040447/dice,1,"Tennessee > Stone Fort > Front Area > Slice and Dice Boulder",2.0,-1,Send,,Boulder,,8,20200
2020-10-22,"Costume Rings",V0-,,https://www.mountainproject.com/route/108267575/costume-rings,1,"Tennessee > Stone Fort > Front Area > Fire Crack Boulder",2.2,-1,Flash,,Boulder,,12,20005
2020-10-18,"Southwest Buttress Variation",5.5,"Meant to do Ecstasy, ended up here!",https://www.mountainproject.com/route/107341911/southwest-buttress-variation,1,"West Virginia > Seneca Rocks > South End",2.8,-1,Lead,Onsight,Trad,,60,1500
2020-10-18,"Skyline Traverse",5.3,"Followed Walker clean",https://www.mountainproject.com/route/105917259/skyline-traverse,3,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.9,-1,Follow,,Trad,,,1300
2020-10-17,"The Burn",5.8,"Way more than I had bargained for",https://www.mountainproject.com/route/105910394/the-burn,1,"West Virginia > Seneca Rocks > South Peak - West Face > Southwest Corner",3.2,-1,Lead,Onsight,Trad,,150,2100
2020-10-17,"Gunsight to South Peak",5.4,"Followed Kelly clean",https://www.mountainproject.com/route/105924140/gunsight-to-south-peak,2,"West Virginia > Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area)",3.7,-1,Follow,,Trad,,150,1400
2020-10-17,"Skyline Traverse",5.3,,https://www.mountainproject.com/route/105917259/skyline-traverse,3,"West Virginia > Seneca Rocks > South Peak - East Face > Southeast Corner",2.9,-1,Lead,Onsight,Trad,,,1300
2020-10-05,"5.10a trad",5.10a,"The Medallion (settled on 10a). Fell on a #2 after blowing a hold",https://www.mountainproject.com/route/112169053/510a-trad,1,"* In Progress > Generic Area",2.7,-1,Lead,Fell/Hung,Trad,,,2600
2020-10-03,"Fruit Loops",5.7+,"clean follow (just P1)",https://www.mountainproject.com/route/105898439/fruit-loops,1,"North Carolina > 1. Southern Mountains Region > Rumbling Bald > Cereal Buttress",3.5,-1,Follow,,Trad,,160,1900
2020-10-03,"Frosted Flake",5.9+,,https://www.mountainproject.com/route/105899306/frosted-flake,1,"North Carolina > 1. Southern Mountains Region > Rumbling Bald > Cereal Buttress",3.6,-1,Lead,Flash,Trad,,80,2500
2020-10-03,"Whisky For Breakfast","5.10d PG13","one fall on thin section above roof pull",https://www.mountainproject.com/route/106002311/whisky-for-breakfast,1,"North Carolina > 1. Southern Mountains Region > Rumbling Bald > Cereal Buttress",3.0,-1,TR,,Trad,,90,3500
2020-10-03,Granola,5.8+,"stout traverse",https://www.mountainproject.com/route/105923513/granola,1,"North Carolina > 1. Southern Mountains Region > Rumbling Bald > Cereal Buttress",2.9,-1,Lead,Onsight,Trad,,70,2200
2020-10-03,"Fruit Loops",5.7+,"Pitch 2 is a must do! So fun!",https://www.mountainproject.com/route/105898439/fruit-loops,2,"North Carolina > 1. Southern Mountains Region > Rumbling Bald > Cereal Buttress",3.5,-1,Lead,Onsight,Trad,,160,1900
2020-09-27,"Wild Seed",5.11a,"Clean follow. Gotta come back for the lead!",https://www.mountainproject.com/route/106209593/wild-seed,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Fern Buttress > 5) Wild Seed Area",3.4,-1,Follow,,Sport,,70,4600
2020-09-27,Crescenta,5.10a,"Clean follow. Super fun!",https://www.mountainproject.com/route/106039070/crescenta,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Fern Buttress > 8) Ritz Cracker Area",3.8,-1,Follow,,Trad,,80,2600
2020-09-27,Hysteria,5.8,"Tricky gear low, walk in the park after the ledge",https://www.mountainproject.com/route/106073348/hysteria,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Fern Buttress > 7) Orchard Wall",2.9,-1,Lead,Onsight,Trad,,90,2100
2020-09-27,Springboard,5.10b,"Clean follow",https://www.mountainproject.com/route/105963436/springboard,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Fern Buttress > 7) Orchard Wall",3.7,-1,Follow,,Trad,,70,2900
2020-09-27,"Anal Clenching Adventures",5.10a,"Clean follow",https://www.mountainproject.com/route/106244477/anal-clenching-adventures,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Fern Buttress > 7) Orchard Wall",2.7,-1,Follow,,Trad,,50,2600
2020-09-26,Remission,5.10b,"clean follow",https://www.mountainproject.com/route/106037625/remission,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > G) Diamond Point",3.5,-1,Follow,,Trad,,90,2900
2020-09-26,"Can I Do It Till I Need Glasses",5.10c,"fell once after low traverse",https://www.mountainproject.com/route/106037604/can-i-do-it-till-i-need-glasses,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > G) Diamond Point",3.4,-1,Follow,,Trad,,90,3200
2020-09-26,"The Grafenburg Crack",5.9-,,https://www.mountainproject.com/route/106155527/the-grafenburg-crack,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > L) Dr. Ruth's Big Buttress",2.8,-1,Lead,Onsight,Trad,,80,2300
2020-09-26,"The Undeserved",5.10b/c,"clean follow",https://www.mountainproject.com/route/106575442/the-undeserved,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > N) The Undeserved Area",3.7,-1,Follow,,Trad,,90,3100
2020-09-26,"Celibate Mallard",5.10c,"1 fall under roof",https://www.mountainproject.com/route/106874818/celibate-mallard,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > N) The Undeserved Area",3.7,-1,Follow,,Trad,,90,3200
2020-09-26,"Black and Tan",5.10a,"clean follow",https://www.mountainproject.com/route/105977657/black-and-tan,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > M) Fantasy Area",3.7,-1,Follow,,Trad,,80,2600
2020-09-26,"Doce Doe",5.8,,https://www.mountainproject.com/route/106310040/doce-doe,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > M) Fantasy Area",2.3,-1,Lead,Flash,Trad,,80,2100
2020-09-26,Fantasy,5.8,"Clean follow",https://www.mountainproject.com/route/106155521/fantasy,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Endless Wall > M) Fantasy Area",3.6,-1,Follow,,Trad,,120,2100
2020-09-24,"Big Alternative",V4,"Got a big flapper on the crux move(?) moving from the fat fin after the start holds",https://www.mountainproject.com/route/115177348/big-alternative,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Cave",2.8,-1,Attempt,,Boulder,,,20400
2020-09-24,"Warm-up Roof",V2,,https://www.mountainproject.com/route/119055801/warm-up-roof,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Cave",2.9,-1,,,Boulder,,,20200
2020-09-24,"The Entertainer",5.10a,"TR solo. Clean",https://www.mountainproject.com/route/105943593/the-entertainer,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",3.4,-1,TR,,"Trad, TR",,65,2600
2020-09-23,"Reachers of Habit",5.11b,"TR solo. Fell once at crux",https://www.mountainproject.com/route/105943580/reachers-of-habit,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",2.8,-1,TR,,Sport,,70,4900
2020-09-23,"Reaching New Heights",5.11b,"TR solo. Send",https://www.mountainproject.com/route/106859853/reaching-new-heights,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",2.2,-1,TR,,Trad,,60,4900
2020-09-23,"Reaching New Heights",5.11b,"TR solo. Fell at crux",https://www.mountainproject.com/route/106859853/reaching-new-heights,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",2.2,-1,TR,,Trad,,60,4900
2020-09-23,"New River Gunks",5.7+,"TR solo. Send",https://www.mountainproject.com/route/105943588/new-river-gunks,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",2.6,-1,TR,,"Trad, TR",,80,1900
2020-09-23,"Team Jesus",5.10a,"TR solo. Direct start. Send",https://www.mountainproject.com/route/105943753/team-jesus,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",2.8,-1,TR,,Trad,,65,2600
2020-09-22,"Jumpin' Jack Flash",5.7+,"TR solo. Flash",https://www.mountainproject.com/route/105963441/jumpin-jack-flash,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",2.2,-1,TR,,Trad,,50,1900
2020-09-22,Realignment,5.10d,"TR solo. A couple falls, get a high left foot",https://www.mountainproject.com/route/105943599/realignment,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",3.3,-1,TR,,"Trad, TR",,80,3500
2020-09-22,"The Entertainer",5.10a,"TR solo. Clean",https://www.mountainproject.com/route/105943593/the-entertainer,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",3.4,-1,TR,,"Trad, TR",,65,2600
2020-09-22,"New Yosemite",5.9,"TR solo. One fall",https://www.mountainproject.com/route/105943658/new-yosemite,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",3.5,-1,,,"Trad, TR",,65,2400
2020-09-22,"New Yosemite",5.9,"TR solo. One fall",https://www.mountainproject.com/route/105943658/new-yosemite,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",3.5,-1,TR,,"Trad, TR",,65,2400
2020-09-21,"Stretch Armstrong",5.12a,"TR solo. Hangdog. My poor fingers",https://www.mountainproject.com/route/105943677/stretch-armstrong,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bridge Area > 2 Bridge Buttress",2.8,-1,TR,,Sport,,70,6600
2020-09-21,Jaws,5.9+,"TR solo. Took a couple times",https://www.mountainproject.com/route/105943880/jaws,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bridge Area > 2 Bridge Buttress",3.1,-1,TR,,"Trad, TR",,70,2500
2020-09-20,"Brain Tweezers",5.10c,"Super fun moves, love it!",https://www.mountainproject.com/route/106023161/brain-tweezers,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 3) The Brain",3.1,-1,TR,,Sport,,60,3200
2020-09-20,"Burning Calves",5.10b,"Clean TR, would be pretty tough on lead",https://www.mountainproject.com/route/106001499/burning-calves,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 5) Burning Buttress",3.8,4,TR,,Trad,,70,2900
2020-09-20,"Happy Hands",5.9,"Clean follow",https://www.mountainproject.com/route/106023184/happy-hands,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 5) Burning Buttress",2.8,-1,Follow,,Trad,,70,2400
2020-09-20,"Brain Storm",5.8,"Took a decent whip ~8ft shy of the anchors. Ripped one piece on the way down. Fun stuff!",https://www.mountainproject.com/route/106831253/brain-storm,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 3) The Brain",2.1,-1,Lead,Fell/Hung,Trad,,70,2100
2020-09-20,"Out of Mind",5.10a,"First 5.10 trad lead, easy one to start with!",https://www.mountainproject.com/route/106023149/out-of-mind,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 3) The Brain",2.1,-1,Lead,Onsight,Trad,,70,2600
2020-09-20,"You Want It, You Got It",5.9,,https://www.mountainproject.com/route/106021094/you-want-it-you-got-it,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Beauty Mountain > 3) The Brain",2.5,-1,Lead,Onsight,Sport,,60,2400
2020-09-19,"Going Ballistic",5.10d,"Pumped out on near the last moves. Belayed Carter for his first lead",https://www.mountainproject.com/route/106603133/going-ballistic,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall",2.9,-1,Lead,Fell/Hung,Sport,,50,3500
2020-09-19,"Flight Path",5.10b,"Booked my ticket on the flight one move below the anchors, flew about 20ft. Woo!",https://www.mountainproject.com/route/107094773/flight-path,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > The Long Wall",3.0,-1,Lead,Fell/Hung,Sport,,40,2900
2020-09-19,"She Got the Bosch, I Got Drilled",5.10a,"Fell at the Crux. rest up better at the second rest next time",https://www.mountainproject.com/route/106002567/she-got-the-bosch-i-got-drilled,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",3.2,-1,Lead,Fell/Hung,Sport,,90,2600
2020-09-19,"Chunko Goes Bowling",5.9+,"Super fun!",https://www.mountainproject.com/route/106002544/chunko-goes-bowling,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",2.6,-1,Lead,Onsight,Sport,,80,2500
2020-09-19,"Sniff the Drill",5.8,,https://www.mountainproject.com/route/106139168/sniff-the-drill,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Narcissus Cave",2.4,-1,Lead,Flash,Sport,,45,2100
2020-09-19,"That Eight",5.8-,,https://www.mountainproject.com/route/105992317/that-eight,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Narcissus Cave",2.4,-1,Lead,Flash,Sport,,70,2000
2020-09-19,"Hippie Dreams",5.7,,https://www.mountainproject.com/route/105992273/hippie-dreams,1,"West Virginia > The New River Gorge Region > Summersville (Gauley River) Area > Summersville Lake (main) > Orange Oswald Wall",3.0,-1,Lead,Onsight,Sport,,75,1800
2020-09-07,"Zoo View",5.7+,Woo!,https://www.mountainproject.com/route/105932744/zoo-view,2,"North Carolina > 3. Piedmont Region > Hanging Rock State Park > Moore's Wall (Routes) > Sentinel Buttress > Circus Wall",3.8,-1,Lead,Flash,Trad,,220,1900
2020-09-06,"Rapscallion's Blues",5.10c,"Fell at roof, hung to remove some tough pieces ",https://www.mountainproject.com/route/105976636/rapscallions-blues,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",3.8,-1,Follow,,Trad,,65,3200
2020-09-06,"The Entertainer",5.10a,Flash,https://www.mountainproject.com/route/105943593/the-entertainer,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",3.4,-1,TR,,"Trad, TR",,65,2600
2020-09-06,"New River Gunks",5.7+,Flash,https://www.mountainproject.com/route/105943588/new-river-gunks,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",2.6,-1,TR,,"Trad, TR",,80,1900
2020-09-06,"Team Jesus",5.10a,Flash,https://www.mountainproject.com/route/105943753/team-jesus,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",2.8,-1,TR,,Trad,,65,2600
2020-09-06,"New Yosemite",5.9,"Fell once through crux, first fall on gear!",https://www.mountainproject.com/route/105943658/new-yosemite,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",3.5,-1,Lead,Fell/Hung,"Trad, TR",,65,2400
2020-09-06,"New Yosemite",5.9,"hung to try to booty the two stuck pieces",https://www.mountainproject.com/route/105943658/new-yosemite,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",3.5,-1,TR,,"Trad, TR",,65,2400
2020-09-06,"The Distortionist",5.6,,https://www.mountainproject.com/route/105963446/the-distortionist,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Junkyard Area > Junkyard Wall",1.9,-1,Lead,Onsight,Trad,,50,1600
2020-09-05,"Fred Sandstone Flake",5.9,flash,https://www.mountainproject.com/route/106910793/fred-sandstone-flake,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 12. Beer Wall",2.3,-1,TR,,Trad,,60,2400
2020-09-05,Werewolf,"5.10a PG13",flash,https://www.mountainproject.com/route/107984144/werewolf,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 12. Beer Wall",2.4,-1,TR,,Trad,,40,2600
2020-09-05,"My Sister Makes Cluster Bombs",5.11c,"Climbed through to the roof clean, mussed up my foot beta just after getting hands above the roof",https://www.mountainproject.com/route/106970293/my-sister-makes-cluster-bombs,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 12. Beer Wall",2.8,-1,TR,,Sport,,50,5200
2020-09-05,"Daisy Cutter",5.7+,,https://www.mountainproject.com/route/106406584/daisy-cutter,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 12. Beer Wall",2.6,-1,Lead,Flash,Sport,,60,1900
2020-09-05,"Eight Ball in the Side Pocket",5.12a,"Accidentally used the arete a couple times, hangdog. Fun though!",https://www.mountainproject.com/route/109525174/eight-ball-in-the-side-pocket,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 11. Bubba Buttress",3.3,-1,TR,,"Sport, TR",,70,6600
2020-09-05,"Basic Bubba Crack",5.9,"really ought to get a #3 and #4 ",https://www.mountainproject.com/route/105991892/basic-bubba-crack,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 11. Bubba Buttress",3.1,-1,Lead,Onsight,Trad,,75,2400
2020-09-05,"Bubba Safari","5.8 PG13",,https://www.mountainproject.com/route/108173074/bubba-safari,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 11. Bubba Buttress",1.6,-1,Lead,Pinkpoint,Trad,,60,2100
2020-09-05,"Bubba Safari","5.8 PG13","used 3 bolts from Fierce Face at the end",https://www.mountainproject.com/route/108173074/bubba-safari,1,"West Virginia > The New River Gorge Region > New River Gorge Proper > Bubba City > 11. Bubba Buttress",1.6,-1,Lead,Onsight,Trad,,60,2100
2020-08-30,"5.7 sport",5.7,"Flatten Your Curves. Nighttime ascent. ",https://www.mountainproject.com/route/112166265/57-sport,1,"* In Progress > Generic Area",2.2,-1,Lead,Redpoint,Sport,,,1800
2020-08-30,"5.9 trad",5.9,"The Medallion (downgraded to 9+). Nighttime ascent ",https://www.mountainproject.com/route/112166365/59-trad,1,"* In Progress > Generic Area",3.2,-1,Lead,Redpoint,Trad,,,2400
2020-08-25,Benadryl,V0,,https://www.mountainproject.com/route/107291084/benadryl,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Listening Rock Trail > 1. Overlook Area > Hive Boulder",2.2,-1,Flash,,Boulder,,10,20008
2020-08-25,"Bumble Bee",V0,,https://www.mountainproject.com/route/107303137/bumble-bee,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Listening Rock Trail > 1. Overlook Area > Hive Boulder",1.8,-1,Flash,,Boulder,,11,20008
2020-08-25,Honeycomb,V0,,https://www.mountainproject.com/route/107333043/honeycomb,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Listening Rock Trail > 1. Overlook Area > Hive Boulder",2.6,-1,Flash,,Boulder,,16,20008
2020-08-25,"Eye of the Narwhal",V4,,https://www.mountainproject.com/route/107305945/eye-of-the-narwhal,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Listening Rock Trail > 1. Overlook Area > Hive Boulder",3.0,-1,Attempt,,Boulder,,10,20400
2020-08-25,Jaws,V1,,https://www.mountainproject.com/route/107343968/jaws,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Listening Rock Trail > 1. Overlook Area > Hive Boulder",1.8,-1,Flash,,Boulder,,10,20100
2020-08-25,Colony,V2,,https://www.mountainproject.com/route/109600239/colony,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Listening Rock Trail > 1. Overlook Area > Hive Boulder",2.2,-1,Flash,,Boulder,,,20200
2020-08-25,"The Hive",V3,,https://www.mountainproject.com/route/107333030/the-hive,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Listening Rock Trail > 1. Overlook Area > Hive Boulder",2.9,-1,Flash,,Boulder,,14,20300
2020-08-24,"Sunset Arête",V1,,https://www.mountainproject.com/route/107046664/sunset-arete,2,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Sunset Area > Sunset Boulder",2.5,-1,Flash,,Boulder,,12,20100
2020-08-24,"All Things Considered",V3,,https://www.mountainproject.com/route/107623934/all-things-considered,2,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Sunset Area > Sunset Boulder",3.7,-1,Flash,,Boulder,,25,20300
2020-08-24,"East Of Eden",V1,,https://www.mountainproject.com/route/106868765/east-of-eden,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Horizon Boulder",2.2,-1,Flash,,Boulder,,12,20100
2020-08-24,"Magnetic North",V1,,https://www.mountainproject.com/route/106936787/magnetic-north,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Horizon Boulder",2.0,-1,Flash,,Boulder,,,20100
2020-08-24,"Peace of Westphalia (PoW)",V0,,https://www.mountainproject.com/route/106868824/peace-of-westphalia-pow,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Horizon Boulder",1.9,-1,Flash,,Boulder,,14,20008
2020-08-24,"Windy Heights",V1,,https://www.mountainproject.com/route/106941103/windy-heights,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Horizon Boulder",2.0,-1,Flash,,Boulder,,12,20100
2020-08-24,"Highlands Lowball (corner version) Arete",V2+,,https://www.mountainproject.com/route/106820883/highlands-lowball-corner-version-arete,1,"Virginia > Southwest Virginia (Appalachia) > Grayson Highlands State Park > Highlands > Horizon Area > Highland Lowball",2.0,-1,Send,,Boulder,,7,20210
